Accession,Title,Automated_Decision,Automated_Score,Automated_Reason,Final_Decision,Final_Reason,Decision_Source,Manual_Review,Evidence_Adjudication,Title_Terms,Summary_Terms,Overall_Design_Terms,Summary_Sample_Terms,Incidental_Signals,Off_Topic_Signals,Relevant_Summary_Sentences,GEO_Link
GSE236091,The homing of exogenous hair follicle mesenchymal stem cells into hair follicle niches,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,dermal_papilla; dermal_sheath,dermal_papilla,dermal_papilla,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236091
GSE208551,The homing behaviors of hair follicle dermal cells and cell intermigration between hair follicle and perifollicular microenvironment,include,13,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,dermal_papilla,hair_depletion_model,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE208551
GSE205075,AR/miR-221/IGF-1 pathway mediates the pathogenesis of androgenetic alopecia,include,18,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,alopecia; androgenetic_alopecia,hair_follicle; dermal_papilla; dermal_sheath,dermal_papilla,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE205075
GSE235480,Hdac1 and Hdac2 regulate the quiescent state and survival of hair-follicle mesenchymal niche,include,15,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle; dermal_papilla; hair_cycle,hair_cycle,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE235480
GSE227784,Single cell analysis of transcriptome and open chromatin reveals the dynamics of hair follicle stem cell aging,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227784
GSE227783,Single cell analysis of transcriptome and open chromatin reveals the dynamics of hair follicle stem cell aging [scATAC-Seq],include,12,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_loss; hair_pigmentation,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227783
GSE227782,Single cell analysis of transcriptome and open chromatin reveals the dynamics of hair follicle stem cell aging [scRNA-Seq],include,12,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_loss; hair_pigmentation,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227782
GSE224010,Plucked scalp hair follicle samples are useful RNA sources for mRNA analysis of genodermatosis-associated genes,include,20,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; scalp,hair_follicle,scalp,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224010
GSE212674,Transcriptomic landscape of early hair follicle and epidermal development,include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212674
GSE212673,Transcriptomic landscape of early hair follicle and epidermal development [scRNA-seq],include,11,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_compartment,,hair_compartment,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212673
GSE212652,Transcriptomic landscape of early hair follicle and epidermal development [RNA-seq],include,11,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_compartment,,hair_compartment,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212652
GSE211948,Gene expression comparison of the bulb region between different time points during bend formation of mouse zigzag hair follicle,include,21,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle; hair_growth,hair_growth,hair_follicle; hair_growth,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211948
GSE185117,RNA-seq for miR-205 inducible hair follicle stem cells and ScRNAseq for miR-205 inducible back skin samples,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185117
GSE185116,Transcriptome analysis in hair follicle stem cells after miR-205 induction in mouse,include,23,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell; hair_growth,hair_follicle; hair_follicle_stem_cell,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185116
GSE185115,Single cell RNA-seq analysis of mouse miR-205 inducible adult back skin,include,9,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,include,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,automated_rule,False,False,,hair_growth,,hair_growth,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185115
GSE227204,Identification of potential non-invasive biomarkers for diagnosing patients with methamphetamine use disorder,include,9,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle,hair_follicle,hair_follicle,,substance_use,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227204
GSE161296,High fat diets rich in fish oil promote hair loss via epidermal fatty acid binding-mediated immunoregulation,include,5,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_loss,hair_follicle; hair_follicle_stem_cell; hair_loss; alopecia,,,outcome_only,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161296
GSE229631,A distinct CD8+ T cell subset derived from virtual memory T cells causes alopecia areata through innate-like cytotoxicity,include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,alopecia,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229631
GSE229581,A distinct CD8+ T cell subset derived from virtual memory T cells causes alopecia areata through innate-like cytotoxicity [scRNA-seq],include,11,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,alopecia,alopecia,alopecia,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229581
GSE229145,A distinct CD8+ T cell subset derived from virtual memory T cells causes alopecia areata through innate-like cytotoxicity [RNA-seq],include,11,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,alopecia,alopecia,alopecia,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE229145
GSE212450,Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease,include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,scalp,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212450
GSE212448,Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scATAC-Seq],include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,scalp,alopecia; scalp,alopecia; scalp,alopecia; scalp,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212448
GSE212447,Integrated single-cell chromatin and transcriptomic analyses of human scalp reveal etiological insights into genetic risk for hair and skin disease [scRNA-Seq],include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,scalp,alopecia; scalp,alopecia; scalp,alopecia; scalp,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212447
GSE230514,Repurposing DPP4-Inhibition to Improve Hair Follicle Activation and Regeneration,include,15,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_follicle; hair_cycle_stage; alopecia; scalp,,hair_cycle_stage,,,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE230514
GSE220948,Vitamin D inhibition of metastasis and oxidative stress in osteosarcoma,exclude,0,研究对象明确属于其他器官/疾病，未发现毛囊相关样本证据,exclude,研究对象明确属于其他器官/疾病，未发现毛囊相关样本证据,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell,,,,bone_tumor,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE220948
GSE224433,An ERK-dependent molecular switch antagonizes fibrosis and promotes regeneration in spiny mice (Acomys),review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,再生性伤口模型以毛囊新生作为核心再生结局。,manual_boundary_review,True,False,,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE224433
GSE202583,IRX5 promotes DNA damage repair and activation of hair follicle stem cells (hfsc),include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell; hair_cycle_stage; hair_cycle,hair_follicle_stem_cell,hair_follicle_stem_cell,,,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202583
GSE112722,Single-cell transcriptome analysis of cells in mouse hairy melanocytic nevi,include,11,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,include,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,automated_rule,False,False,,hair_follicle; hair_cycle_stage,,hair_cycle_stage; hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE112722
GSE111999,Transcriptome analysis of cells in mouse hairy melanocytic nevi,include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; dermal_papilla; hair_compartment; hair_cycle_stage,hair_follicle,hair_cycle_stage; hair_follicle,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE111999
GSE211381,"""Alk1 acts in non-endothelial VE-cadherin+ perineurial cells to maintain nerve branching during hair homeostasis"" and ""Blood endothelial ALK1-BMP4 signaling axis regulates adult hair follicle stem cell activation""",include,13,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,,hair_cycle_stage,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE211381
GSE223723,Blood endothelial Alk1-BMP4 signaling axis ensures adult hair follicle stem cell timely activation,include,17,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,bulge_cells,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE223723
GSE226232,TNF-α-Activated Adipose–Derived Stem Cells Improve the Angiogenesis of Full-Thickness Skin Grafts Through the TNF-α/NF-κB Signaling Pathway,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,RNA-seq 对象为 TNF-α 激活的脂肪来源干细胞；毛囊仅列为皮肤移植物需维持的结构。,manual_boundary_review,True,False,,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE226232
GSE196677,Single-cell transcriptomics reveals natural product Shi-Bi-Man promotes hair regeneration,include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_growth,hair_follicle; hair_follicle_stem_cell; dermal_papilla; hair_growth; hair_loss; alopecia,hair_growth,dermal_papilla; hair_follicle; hair_follicle_stem_cell; hair_growth,,,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE196677
GSE195657,Single nucelus RNA sequencing of 14 week EGA fetal skin,review,1,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,胎儿皮肤单核数据比较形成毛囊与形成皮纹的皮肤区域。,manual_boundary_review,True,False,,hair_follicle,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195657
GSE184346,SCD1 Modulates the Skin Homeostasis via Sustaining Hemidesmosomes,include,7,摘要中多处以皮肤毛囊/毛发生物学为核心问题,include,摘要中多处以皮肤毛囊/毛发生物学为核心问题,automated_rule,False,False,,hair_follicle; hair_follicle_stem_cell; root_sheath; hair_growth,,,,,5,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184346
GSE94237,JAK inhibition in human CD8+ T-cells and C3H/HeJ Mice with Alopecia Areata In Vivo,include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,alopecia,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94237
GSE94236,Effect of systemic exposure of JAK1 Inhibition (AZ13748709) in C3H/HeJ Mice with Alopecia Areata In Vivo,include,23,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,alopecia,hair_growth; alopecia,hair_growth; alopecia,hair_growth,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94236
GSE94235,Selective Janus kinase 1 inhibition resolves inflammation and restores hair growth offering a viable treatment option for alopecia areata,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,斑秃治疗是明确的主要疾病问题，实验用 CD8 T 细胞比较 JAK 抑制剂的疾病相关免疫机制，符合脱发疾病组学范围。,evidence_adjudication,False,True,hair_growth; alopecia,hair_growth; alopecia,,,,blood_only,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE94235
GSE203051,Single cell RNA-seq analysis for mouse activated melanocyte stem cells and mature melanocytes,include,21,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_compartment; hair_cycle_stage; hair_cycle,hair_follicle; hair_compartment; hair_cycle_stage; hair_depletion_model,hair_compartment; hair_cycle; hair_cycle_stage,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE203051
GSE193920,Local IL-17 orchestrates skin aging,review,5,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,皮肤衰老单细胞研究明确分析毛囊干细胞激活和毛干再生。,manual_boundary_review,True,False,,hair_follicle; hair_follicle_stem_cell; hair_compartment,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193920
GSE142095,Isolated of dermal papilla cells from follicular unit extraction,include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,dermal_papilla; follicular_unit,hair_follicle; dermal_papilla; scalp; follicular_unit,dermal_papilla,dermal_papilla,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142095
GSE198657,"Innate type 2 immunity controls hair follicle commensalism by Demodex mites [IL-4, IL-13]",include,6,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_follicle; hair_cycle_stage,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198657
GSE212791,DNA dioxygenases Tet2/3 control epithelial differentiation (bisulfite-seq),include,12,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,include,摘要明确说明毛囊/脱发相关组学对象，且未被无关实验设计否定,automated_rule,False,False,,hair_follicle; hair_growth; hair_loss,,hair_follicle; hair_growth,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212791
GSE202086,IRX5 promotes DNA damage repair and activation of hair follicle stem cells [NHEK RNA-Seq],exclude,14,标题虽提及毛发/脱发，但实验设计明确指向无关组织或疾病,exclude,该子系列与 GSE202075 使用相同的新生儿包皮 NHEK IRX siRNA RNA-seq 设计；HFSC 研究属于同一 SuperSeries 的其他子系列，当前 accession 不提供毛囊组学样本。,evidence_adjudication,False,True,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell; hair_cycle_stage; hair_cycle,,hair_follicle_stem_cell,,non_hair_epidermal_culture,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202086
GSE202076,IRX5 promotes DNA damage repair and activation of hair follicle stem cells,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202076
GSE202075,IRX5 promotes DNA damage repair and activation of hair follicle stem cells [nhek_d],exclude,14,标题虽提及毛发/脱发，但实验设计明确指向无关组织或疾病,exclude,该子系列实际 RNA-seq 样本为新生儿包皮 NHEK 的 IRX siRNA 实验；HFSC 研究属于同一 SuperSeries 的其他子系列，当前 accession 不提供毛囊组学样本。,evidence_adjudication,False,True,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell; hair_cycle_stage; hair_cycle,,hair_follicle_stem_cell,,non_hair_epidermal_culture,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202075
GSE201884,IRX5 promotes DNA damage repair and activation of hair follicle stem cells [ms_epidermis],include,18,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle_stem_cell; hair_cycle_stage; hair_cycle,,hair_follicle_stem_cell,,,4,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201884
GSE215133,Progenitor-derived endothelin controls dermal sheath contraction for hair follicle regression,include,23,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; dermal_sheath,dermal_papilla; dermal_sheath; hair_growth,dermal_papilla; dermal_sheath; hair_cycle_stage,,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE215133
GSE185087,RNA sequencing of slow-and fast-cycling epidermal stem cells vs hair follicle stem cells in young vs old mice,include,29,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE185087
GSE184866,RNA-seq of 3D-culture balding and non-balding dermal papilla cells,include,30,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,dermal_papilla; balding,dermal_papilla; hair_loss; alopecia; androgenetic_alopecia; balding,dermal_papilla; balding,balding; dermal_papilla,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184866
GSE184501,RNA-seq of 2D-culture balding and non-balding dermal papilla cells,include,30,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,dermal_papilla; balding,dermal_papilla; hair_loss; alopecia; androgenetic_alopecia; balding,dermal_papilla; balding,balding; dermal_papilla,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE184501
GSE213603,Ox40-Cre-mediated deletion of BRD4 reveals an unexpected phenotype of hair follicle stem cells in alopecia,include,24,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell; alopecia,hair_follicle_stem_cell; hair_growth,hair_follicle_stem_cell,hair_follicle_stem_cell; hair_growth,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE213603
GSE212823,DNA dioxygenases Tet2/3 control epithelial differentiation [RNA-seq],include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; hair_compartment; hair_growth; hair_loss,hair_compartment,hair_compartment; hair_follicle; hair_growth,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212823
GSE212301,A novel Long non-coding RNA AL136131.3 inhibits hair growth through mediating glycolysis in androgen alopecia,include,23,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_growth; alopecia; androgenetic_alopecia,hair_follicle; hair_growth; alopecia; androgenetic_alopecia,hair_follicle; alopecia; androgenetic_alopecia,,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212301
GSE183831,mRNA sequencing of skins isolated from B6;129S4-Npytm2Rpa/J homozygous mice and wildtype litter mates reveals transcriptomic changes indicative of skin inflammation associated with Npy overexpression.,review,4,存在毛发相关描述，但缺少足够的研究对象或样本证据,exclude,当前全皮肤 RNA-seq 专门研究 NPY 过表达导致的非黑素细胞炎症病理；毛发变灰是既往模型表型背景。,evidence_adjudication,True,True,,hair_follicle; hair_pigmentation,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183831
GSE197983,Innate type 2 immunity controls hair follicle commensalism by Demodex mites,include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197983
GSE197982,Innate type 2 immunity controls hair follicle commensalism by Demodex mites [2021],include,6,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_follicle; hair_cycle_stage,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197982
GSE197981,Innate type 2 immunity controls hair follicle commensalism by Demodex mites [2019],include,6,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,hair_follicle; hair_cycle_stage,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE197981
GSE186075,Primary cicatricial alopecias are characterized by dysregulation of shared gene expression pathways,include,20,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,alopecia,alopecia; scalp,scalp,scalp,,,2,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE186075
GSE193269,Comparative spatial transcriptomic and single-cell analyses of human nail units and hair follicles demonstrate transcriptional similarities between the onychodermis and follicular dermal papilla,include,9,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; dermal_papilla,hair_follicle; dermal_papilla,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193269
GSE201445,Next generation sequence analysis of cells derived from mouse hair follicles after long term culture,include,19,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle; hair_follicle_stem_cell,hair_follicle; hair_follicle_stem_cell,,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201445
GSE193763,RNA-seq analyses of effects of Alpinetin and Zingiberone on hair follicle regeneration,include,17,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,hair_follicle,hair_follicle,hair_depletion_model,hair_follicle,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193763
GSE193386,"Transcriptome profiling reveals different expression pattern in baseline group, 0G group,and 5G group in ex vivo organ-cultured HFs.",include,20,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,include,实验设计明确包含毛囊、头皮、毛周期或相关细胞/样本,automated_rule,False,False,,hair_follicle; root_sheath; hair_pigmentation; scalp,hair_follicle,hair_follicle; scalp,,,3,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193386
GSE181390,Chromatin remodeling governs postnatal maturation in dermal fibroblasts [scRNA-Seq],review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,新生皮肤多细胞数据用于解释能够恢复功能性毛囊的再生性成纤维细胞状态。,manual_boundary_review,True,False,,hair_follicle,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE181390
GSE160513,Leptin receptor marks and targets the hair follicle mesenchymal niche,include,4,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160513
GSE201447,ScRNA-seq Analysis of Whole Skin Cells from Irradiated and Naïve Mice,review,3,存在毛发相关描述，但缺少足够的研究对象或样本证据,include,研究目标明确包括放射诱导性脱发，组学样本来自照射后全皮肤。,manual_boundary_review,True,False,,alopecia,,,,,1,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201447
GSE183808,Regulatory T cells in skin promote hair follicle stem cell activation and hair growth through glucocorticoid signaling,include,7,标题以毛囊、毛发生物学或脱发为主要研究主题,include,标题以毛囊、毛发生物学或脱发为主要研究主题,automated_rule,False,False,hair_follicle; hair_follicle_stem_cell; hair_growth,,,,,,0,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE183808
